;region;district;blr_name;rus_name;id;latitude;longtitude
7334;Віцебская;Сенненскі;Сінягорскае;Синегорское;243040977;54.847984;29.78677
7335;Віцебская;Сенненскі;Студзёнка;Студёнка;243032956;54.817257;29.88072
7336;Віцебская;Сенненскі;Тур’ева;Турьево;243036586;54.751194;30.019461
7337;Віцебская;Сенненскі;Утрылава;Утрилово;243032904;54.7321751;29.8734419
7338;Віцебская;Сенненскі;Хаменкі;Хоменки;243033023;54.83255;29.84169
7339;Віцебская;Сенненскі;Целяшоўшчына;Телешовщина;3003925828;54.8277321;29.8156005
7340;Віцебская;Сенненскі;Цыганкі;Цыганки;243033035;54.863323;29.829229
7341;Віцебская;Сенненскі;Шынкава;Шинково;243032926;54.751785;29.882128
7342;Віцебская;Сенненскі;Шыпы;Шипы;243033008;54.8064208;29.9760927
7343;Віцебская;Сенненскі;Яхімоўшчына;Ехимовщина;243032987;54.790958;29.847521
7344;Віцебская;Сенненскі;Арляны;Орляны;243040974;54.893452;29.78256
7345;Віцебская;Сенненскі;Асінаўка;Осиновка;3003924171;54.9470107;29.7638964
7346;Віцебская;Сенненскі;Астроўшчына;Островщина;1445232488;54.903042;29.804758
7347;Віцебская;Сенненскі;Белая Ліпа;Белая Липа;243041226;54.9123946;29.7411657
7348;Віцебская;Сенненскі;Беляі;Беляи;243033088;54.930511;29.856329
7349;Віцебская;Сенненскі;Берашова;Берешово;243034370;55.0148946;29.8169687
7350;Віцебская;Сенненскі;Бесцвіна;Бествино;243033044;54.904881;29.841269
7351;Віцебская;Сенненскі;Броўкі;Бровки;243041243;54.957874;29.657684
7352;Віцебская;Сенненскі;Войлева;Войлево;243033093;54.922615;29.815781
7353;Віцебская;Сенненскі;Вялікае Сяло;Великое Село;243041223;54.9442335;29.6823975
7354;Віцебская;Сенненскі;Гарнова;Горново;243034365;54.9479439;29.8330222
7355;Віцебская;Сенненскі;Горныя Ходцы;Горные Ходцы;243034405;54.969257;29.809555
7356;Віцебская;Сенненскі;Дабраполле;Доброполье;243041277;54.988064;29.801624
7357;Віцебская;Сенненскі;Дубкі;Дубки;243041260;54.9633679;29.7102644
7358;Віцебская;Сенненскі;Жарцы;Жарцы;243033084;54.919834;29.864122
7359;Віцебская;Сенненскі;Заазер’е;Заозерье;243041262;54.9931445;29.7724504
7360;Віцебская;Сенненскі;Закратунне;Закратунье;243041258;54.954445;29.737474
7361;Віцебская;Сенненскі;Кавалькі;Ковальки;3003922894;54.8944843;29.7595843
7362;Віцебская;Сенненскі;Карпавічы;Карповичи;243034379;54.936527;29.811874
7363;Віцебская;Сенненскі;Ладынец;Ладынец;243041246;54.9456664;29.7117063
7364;Віцебская;Сенненскі;Лазова;Лозово;243034394;54.953842;29.827488
7365;Віцебская;Сенненскі;Латыгава;Латыгово;243041249;54.9454614;29.7474359
7366;Віцебская;Сенненскі;Ліпна;Липно;243034397;54.9440613;29.8570625
7367;Віцебская;Сенненскі;Лугінавічы;Лугиновичи;243041217;54.9219698;29.6529939
7368;Віцебская;Сенненскі;Машчоны;Мощёны;243041229;54.916763;29.760742
7369;Віцебская;Сенненскі;Мелехава;Мелехово;243041275;54.947895;29.79141
7370;Віцебская;Сенненскі;Навасёлкі;Новосёлки;243033103;54.9852426;29.8314488
7371;Віцебская;Сенненскі;Падворыца;Подворица;243040968;54.929185;29.6425018
7372;Віцебская;Сенненскі;Паршні;Поршни;243040965;54.88792;29.734512
7373;Віцебская;Сенненскі;Паўлавічы;Павловичи;243041272;55.002708;29.772257
7374;Віцебская;Сенненскі;Перакопава;Перекопово;243041274;54.97361;29.79707
7375;Віцебская;Сенненскі;Рабцы;Рябцы;243040971;54.904892;29.794788
7376;Віцебская;Сенненскі;Рубежніца;Рубежница;243041264;54.974468;29.74214
7377;Віцебская;Сенненскі;Садовая;Садовая;3003924172;54.9405717;29.7991344
7378;Віцебская;Сенненскі;Самсоны;Самсоны;243040938;54.887383;29.749376
7379;Віцебская;Сенненскі;Сапегі;Сапеги;243041231;54.912788;29.718533
7380;Віцебская;Сенненскі;Слабодка;Слободка;243041266;54.9403747;29.7772451
7381;Віцебская;Сенненскі;Соіна;Соино;243041237;54.98127;29.776337
7382;Віцебская;Сенненскі;Сычыкі;Сычики;243041234;54.917431;29.684971
7383;Віцебская;Сенненскі;Тыльцы;Тыльцы;243041261;54.924679;29.787859
7384;Віцебская;Сенненскі;Ходцы;Ходцы;243033102;54.9660833;29.8352815
7385;Віцебская;Сенненскі;Шацяні;Шетени;243041214;54.92889;29.72377
7386;Віцебская;Сенненскі;Шашалы;Шашелы;243041263;54.9520744;29.6469835
7387;Віцебская;Сенненскі;Якубова;Якубово;243041220;54.9245237;29.694751
7388;Віцебская;Талачынскі;Талачын;Толочин;242978975;54.4062747;29.7035038
7389;Віцебская;Талачынскі;Астрашапкі;Острошапки;243033138;54.507118;29.942039
7390;Віцебская;Талачынскі;Багданаўка;Богдановка;243037741;54.446522;30.013531
7391;Віцебская;Талачынскі;Байкал;Байкал;2997235346;54.46405;29.916889
7392;Віцебская;Талачынскі;Балашова;Балашово;243033246;54.517761;29.960489
7393;Віцебская;Талачынскі;Барашы;Бараши;243033536;54.4177368;29.9575552
7394;Віцебская;Талачынскі;Белаброддзе;Белобродье;243037679;54.524029;30.107599
7395;Віцебская;Талачынскі;Вялікае Высокае;Великое Высокое;243037723;54.4818;30.017481
7396;Віцебская;Талачынскі;Вялікія Ліпнікі;Великие Липники;3072976009;54.44228;29.99811
7397;Віцебская;Талачынскі;Галошава;Галошево;243037763;54.411583;30.0494561
7398;Віцебская;Талачынскі;Галошаўка;Галошевка;243037709;54.478001;30.073059
7399;Віцебская;Талачынскі;Галошаўка;Галошевка;243037720;54.48592;30.09936
7400;Віцебская;Талачынскі;Дуброўскія;Дубровские;243033544;54.4115415;29.9033302
7401;Віцебская;Талачынскі;Заазер’е;Заозерье;243037753;54.4065911;30.0378268
7402;Віцебская;Талачынскі;Забайкал;Забайкал;243033558;54.462231;29.905821
7403;Віцебская;Талачынскі;Замосце;Замостье;243033505;54.4349496;29.9173381
7404;Віцебская;Талачынскі;Замошша;Замошье;243037699;54.5416391;30.0474947
7405;Віцебская;Талачынскі;Звянячы;Звенячи;243037750;54.4748348;30.0355892
7406;Віцебская;Талачынскі;Зялёны Бор;Зелёный Бор;2565885943;54.47485;29.997164
7407;Віцебская;Талачынскі;Кісялі;Кисели;243037686;54.494137;30.050863
7408;Віцебская;Талачынскі;Коханава;Коханово;242979088;54.4605588;30.0010039
7409;Віцебская;Талачынскі;Кругі;Круги;243037772;54.4336661;30.0377297
7410;Віцебская;Талачынскі;Круханавічы;Крухановичи;243037684;54.508316;30.107777
7411;Віцебская;Талачынскі;Кувечына;Кувечино;243037842;54.363781;30.07464
7412;Віцебская;Талачынскі;Курапава;Курапово;243033114;54.4633855;29.972984
7413;Віцебская;Талачынскі;Кучына;Кучино;243033196;54.4952799;29.9452776
7414;Віцебская;Талачынскі;Ласі;Лоси;243037735;54.4526035;30.0579644
7415;Віцебская;Талачынскі;Любатынь;Люботынь;243033499;54.407299;29.936371
7416;Віцебская;Талачынскі;Ляўкова;Левково;243037726;54.4587333;30.047453
7417;Віцебская;Талачынскі;Малое Высокае;Малое Высокое;243037691;54.496651;30.025721
7418;Віцебская;Талачынскі;Малое Гальцэва;Малое Гальцево;243033238;54.510939;29.9856356
7419;Віцебская;Талачынскі;Малыя Ліпнікі;Малые Липники;243037747;54.452103;29.972342
7420;Віцебская;Талачынскі;Марцюхова;Мартюхово;243033199;54.488888;29.966768
7421;Віцебская;Талачынскі;Масалкі;Масалки;1658979983;54.488842;30.095703
7422;Віцебская;Талачынскі;Нагаўкі;Нагавки;243037681;54.534161;30.09584
7423;Віцебская;Талачынскі;Новае Рцішчава;Новое Ртищево;243033123;54.4340714;29.9589186
7424;Віцебская;Талачынскі;Праровіна;Проровино;243037732;54.440376;30.1015524
7425;Віцебская;Талачынскі;Пуські;Пуськи;243037738;54.4367216;30.0139925
7426;Віцебская;Талачынскі;Пярэвалачня;Переволочня;243033490;54.472107;29.92572
7428;Віцебская;Талачынскі;Рамашкава;Ромашково;243037701;54.5166725;30.0475446
7429;Віцебская;Талачынскі;РТС;РТС;3072981532;54.4677169;30.0267839
7430;Віцебская;Талачынскі;Рудня;Рудня;243037714;54.483753;30.069986
7431;Віцебская;Талачынскі;Рэчкі;Речки;243037759;54.4121326;29.9922879
7432;Віцебская;Талачынскі;Сальнікі;Сальники;243037694;54.5074505;30.0861217
7433;Віцебская;Талачынскі;Саснякі;Сосняки;1658989641;54.487236;30.062952
7434;Віцебская;Талачынскі;Сіманава;Симоново;243033535;54.423401;29.9363601
7435;Віцебская;Талачынскі;Старое Рцішчава;Старое Ртищево;243037769;54.4291656;29.9889124
7436;Віцебская;Талачынскі;Старынкі;Старинки;243037690;54.53072;30.08349
7437;Віцебская;Талачынскі;Хаценічы;Хотеничи;243033564;54.4250868;29.9061971
7438;Віцебская;Талачынскі;Чотава;Чётово;243037794;54.4007908;29.9891315
7439;Віцебская;Талачынскі;Шапчына;Шапчино;243037766;54.43803;30.08477
7440;Віцебская;Талачынскі;Шылаўка;Шиловка;243037717;54.485489;30.043921
7441;Віцебская;Талачынскі;Абольцы;Обольцы;243033273;54.594757;29.824055
7442;Віцебская;Талачынскі;Алёнавічы;Алёновичи;243033142;54.539018;29.9179406
7443;Віцебская;Талачынскі;Ваўкавічы;Волковичи;243037712;54.5448137;29.9850887
7444;Віцебская;Талачынскі;Відзінічы;Видиничи;243033131;54.5486414;29.8411697
7445;Віцебская;Талачынскі;Вялікае Гальцава;Великое Гальцево;243037689;54.5224611;30.0043484
7446;Віцебская;Талачынскі;Вялікія Міхінічы;Великие Михиничи;243033135;54.528412;29.877661
7447;Віцебская;Талачынскі;Гарбачэва;Горбачево;243033126;54.51725;29.885651
7448;Віцебская;Талачынскі;Гаршчэўшчына;Горщевщина;243033320;54.5602735;29.9706891
7449;Віцебская;Талачынскі;Грачыхі;Грачихи;243033235;54.5604845;29.9839231
7450;Віцебская;Талачынскі;Дабравольск;Добровольск;243033249;54.5859981;29.8385869
7451;Віцебская;Талачынскі;Данілкава;Данилково;243033223;54.569859;29.80694
7452;Віцебская;Талачынскі;Жакі;Жаки;243033284;54.6059154;29.8119613
7453;Віцебская;Талачынскі;Заазер’е;Заозерье;243033301;54.5868481;29.8285554
7454;Віцебская;Талачынскі;Замошша;Замошье;243033266;54.6311915;29.8094052
7455;Віцебская;Талачынскі;Засценкі;Застенки;243037704;54.5569655;30.0153985
7456;Віцебская;Талачынскі;Казігорка;Козигорка;243033185;54.552387;29.832373
7457;Віцебская;Талачынскі;Кісялева;Киселево;243039270;54.5792596;29.7871772
7458;Віцебская;Талачынскі;Клябань;Клебань;243033255;54.5958009;29.8104793
7459;Віцебская;Талачынскі;Козаўка;Козовка;243033191;54.513641;29.86796
7460;Віцебская;Талачынскі;Крывыя;Кривые;243033258;54.595951;29.880501
7461;Віцебская;Талачынскі;Лаўрэнаўка;Лавреновка;243033145;54.54213;29.851465
7462;Віцебская;Талачынскі;Лемніца;Лемница;1639669587;54.6390388;29.8971341
7463;Віцебская;Талачынскі;Лешава;Лешево;243033104;54.548443;29.877466
7464;Віцебская;Талачынскі;Лукі;Луки;243033333;54.59535;29.85741
7465;Віцебская;Талачынскі;Малыя Міхінічы;Малые Михиничи;243033212;54.531296;29.882341
7466;Віцебская;Талачынскі;Маргі;Морги;243033337;54.6196159;29.855293
7467;Віцебская;Талачынскі;Межыёва;Межиёво;243033111;54.559132;29.928301
7468;Віцебская;Талачынскі;Мікуліна;Микулино;243039290;54.6227715;29.778666
7470;Віцебская;Талачынскі;Мурагова;Мурагово;243033277;54.6251841;29.8621963
7471;Віцебская;Талачынскі;Пішчакіна;Пищакино;243033231;54.5723002;29.885351
7472;Віцебская;Талачынскі;Прысмакі;Присмаки;243033219;54.555721;29.9608631
7473;Віцебская;Талачынскі;Ржэўка;Ржевка;243033209;54.5498737;29.8971859
7474;Віцебская;Талачынскі;Станаўка;Становка;243033216;54.5303537;29.8350974
7475;Віцебская;Талачынскі;Філістава;Филистово;243033242;54.5311269;29.9644911
7476;Віцебская;Талачынскі;Чачанева;Чеченево;243033307;54.6154431;29.8445572
7477;Віцебская;Талачынскі;Чуватава;Чуватово;243033227;54.5669144;29.8998067
7478;Віцебская;Талачынскі;Шупені;Шупени;243033270;54.6010434;29.895185
7479;Віцебская;Талачынскі;Азерцы;Озерцы;243039209;54.4217869;29.7679922
7480;Віцебская;Талачынскі;Букарава 1;Букарево 1;243033531;54.451233;29.858765
7481;Віцебская;Талачынскі;Букарава 2;Букарево 2;243033561;54.463367;29.864565
7482;Віцебская;Талачынскі;Васкрэсенская;Воскресенская;243039185;54.413387;29.739351
7483;Віцебская;Талачынскі;Відэршчына;Видерщина;3072984341;54.4443959;29.853013
7484;Віцебская;Талачынскі;Вугалеўшчына;Уголевщина;243039221;54.436401;29.751751
7485;Віцебская;Талачынскі;Галынка;Голынка;3072990981;54.4146474;29.7499168
7486;Віцебская;Талачынскі;Дроздава;Дроздово;243039197;54.4606093;29.7757727
7487;Віцебская;Талачынскі;Жураўлі;Журавли;243033109;54.501629;29.88607
7488;Віцебская;Талачынскі;Забалацце;Заболотье;243033106;54.4804544;29.8827577
7489;Віцебская;Талачынскі;Забалацце;Заболотье;243033121;54.4800525;29.8948605
7490;Віцебская;Талачынскі;Заднева;Заднево;243033529;54.449642;29.809834
7491;Віцебская;Талачынскі;Зялёныя Дубы;Зелёные Дубы;243033129;54.5066679;29.8523111
7492;Віцебская;Талачынскі;Лунная;Лунная;243039206;54.409611;29.776833
7493;Віцебская;Талачынскі;Міхайлаўшчына;Михайловщина;243033541;54.439308;29.81175
7494;Віцебская;Талачынскі;Парэчча;Поречье;243039224;54.4689817;29.7372951
7495;Віцебская;Талачынскі;Піямонт;Пиямонт;243033550;54.4604;29.814819
7496;Віцебская;Талачынскі;Прудзец;Прудец;243039203;54.4549885;29.7534889
7497;Віцебская;Талачынскі;Рыжычы;Рыжичи;243033511;54.473591;29.827993
7498;Віцебская;Талачынскі;Свідэршчына;Свидерщина;243033538;54.469177;29.868002
7499;Віцебская;Талачынскі;Скавышкі;Скавышки;243039165;54.48283;29.775009
7500;Віцебская;Талачынскі;Бук;Бук;243039304;54.5049607;29.6451708
7501;Віцебская;Талачынскі;Бутары;Буторы;243029771;54.52103;29.46216
7502;Віцебская;Талачынскі;Валосава;Волосово;243029787;54.5489592;29.5312319
7503;Віцебская;Талачынскі;Высокі Гарадзец;Высокий Городец;243029950;54.5990964;29.54728
7504;Віцебская;Талачынскі;Галаны;Галаны;243029782;54.552952;29.58078
7505;Віцебская;Талачынскі;Дубровіна;Дубровино;243029765;54.538555;29.461473
7506;Віцебская;Талачынскі;Загацце;Загатье;243029934;54.5968444;29.5905973
7507;Віцебская;Талачынскі;Запруддзе;Запрудье;243029937;54.58025;29.525499
7508;Віцебская;Талачынскі;Лазы;Лазы;243029941;54.6212085;29.5237382
7509;Віцебская;Талачынскі;Лесіна;Лесино;243029925;54.5039159;29.4601521
7510;Віцебская;Талачынскі;Ліцвякі;Литвяки;243029913;54.568581;29.485849
7511;Віцебская;Талачынскі;Мяшкова;Мешково;243039161;54.4796637;29.626858
7512;Віцебская;Талачынскі;Навасёлкі;Новосёлки;243039200;54.458111;29.62764
7513;Віцебская;Талачынскі;Нізкі Гарадзец;Низкий Городец;243029947;54.611328;29.5535305
7514;Віцебская;Талачынскі;Новае Сяло;Новое Село;243039194;54.4662641;29.6269071
7515;Віцебская;Талачынскі;Петрашы;Петраши;243029791;54.572948;29.574421
7516;Віцебская;Талачынскі;Разаны;Розаны;243029911;54.5179988;29.6130911
7517;Віцебская;Талачынскі;Раздольная;Раздольная;243029742;54.4871466;29.5818027
7518;Віцебская;Талачынскі;Рафалова;Рафалово;243029768;54.5255101;29.5565273
7519;Віцебская;Талачынскі;Стуканы;Стуканы;243029922;54.5133698;29.5372634
7520;Віцебская;Талачынскі;Сухачэва;Сухачево;243039342;54.496391;29.64892
7521;Віцебская;Талачынскі;Харлінцы;Харлинцы;243029774;54.5212373;29.4859458
7522;Віцебская;Талачынскі;Хахлоўка;Хохловка;243029964;54.612305;29.542154
7523;Віцебская;Талачынскі;Чарнаручча;Черноручье;243029920;54.5038767;29.5980728
7524;Віцебская;Талачынскі;Шашалаўка;Шашеловка;243029961;54.625641;29.593996
7525;Віцебская;Талачынскі;Багрынава;Багриново;243033428;54.3826292;29.8674026
7526;Віцебская;Талачынскі;Башарова;Башарово;243033516;54.3810632;29.9564162
7527;Віцебская;Талачынскі;Варанцэвічы;Воронцевичи;243033519;54.3674575;29.9194171
7528;Віцебская;Талачынскі;Варанцэвічы;Воронцевичи;2997273758;54.3689874;29.9074799
7529;Віцебская;Талачынскі;Воўкавічы;Волковичи;243033445;54.3794954;29.8378582
7530;Віцебская;Талачынскі;Гарэлікі;Горелики;243033525;54.331429;29.915091
7531;Віцебская;Талачынскі;Жукнева;Жукнево;243037778;54.3751579;30.0019062
7532;Віцебская;Талачынскі;Замошша;Замошье;243033553;54.41717;29.87483
7533;Віцебская;Талачынскі;Зарэчнае Падбярэззе;Заречное Подберезье;243033526;54.427898;29.855089
7534;Віцебская;Талачынскі;Клімава;Климово;243037821;54.348331;30.012501
7535;Віцебская;Талачынскі;Крывое;Кривое;243033496;54.3975493;29.813171
7536;Віцебская;Талачынскі;Лагаўшчына;Лаговщина;243033442;54.321018;29.93265
7537;Віцебская;Талачынскі;Любанічы;Любаничи;243033517;54.3450223;29.9372567
7538;Віцебская;Талачынскі;Максімкава;Максимково;243037808;54.3749806;30.0338102
7539;Віцебская;Талачынскі;Мар’янполле;Марьянполье;243033521;54.3510507;29.909705
7540;Віцебская;Талачынскі;Новае Заазер’е;Новое Заозерье;243037791;54.3979488;30.0179562
7541;Віцебская;Талачынскі;Новае Палюдава;Новое Полюдово;243033492;54.3669471;29.9829233
7542;Віцебская;Талачынскі;Новыя Варанцэвічы;Новые Воронцевичи;243033524;54.3762991;29.9269383
7543;Віцебская;Талачынскі;Падбярэззе;Подберезье;243033508;54.438202;29.855062
7544;Віцебская;Талачынскі;Поўсціхава;Повстихово;243033487;54.3908687;29.888447
7545;Віцебская;Талачынскі;Рацава;Рацево;243037825;54.33452;30.03207
7546;Віцебская;Талачынскі;Свірані;Свирани;243033522;54.3591754;29.9631483
7547;Віцебская;Талачынскі;Сіўцава;Сивцево;243033547;54.411385;29.840466
7548;Віцебская;Талачынскі;Слабада;Слобода;243037781;54.3363705;29.9897289
7549;Віцебская;Талачынскі;Старое Палюдава;Старое Полюдово;243037775;54.3611701;30.0002038
7550;Віцебская;Талачынскі;Анэліна;Анелино;243039308;54.5198421;29.7800965
7551;Віцебская;Талачынскі;Будзькі;Будьки;243039318;54.5432638;29.7969672
7552;Віцебская;Талачынскі;Бушмін;Бушмин;243039315;54.504147;29.792093
7553;Віцебская;Талачынскі;Бызава;Бызово;243039256;54.6326662;29.6889711
7554;Віцебская;Талачынскі;Гарадзішча;Городище;243039301;54.53227;29.71673
7555;Віцебская;Талачынскі;Дубавое;Дубовое;243039267;54.6205516;29.6373847
7556;Віцебская;Талачынскі;Замошша;Замошье;243039331;54.543693;29.6359684
7557;Віцебская;Талачынскі;Заполле;Заполье;243029916;54.5392017;29.61302
7558;Віцебская;Талачынскі;Зыбалы;Зыбалы;243039264;54.6223402;29.7388793
7559;Віцебская;Талачынскі;Курчэўская Усвейка;Курчевская Усвейка;243039335;54.552812;29.769623
7560;Віцебская;Талачынскі;Лаўрэнавічы;Лавреновичи;243039282;54.5672358;29.6362269
7561;Віцебская;Талачынскі;Манастыр;Монастырь;243039258;54.5869865;29.7411055
7562;Віцебская;Талачынскі;Няклюдава;Неклюдово;243039287;54.6076708;29.7383557
7563;Віцебская;Талачынскі;Прусінічы;Прусиничи;243039293;54.6275525;29.7224825
7564;Віцебская;Талачынскі;Пукалава;Пукалово;243039262;54.6051199;29.770229
7565;Віцебская;Талачынскі;Равяцічы;Ревятичи;243039325;54.5407858;29.7508972
7566;Віцебская;Талачынскі;Раманоўка;Романовка;243033203;54.5256286;29.8073617
7567;Віцебская;Талачынскі;Рыдамля;Рыдомля;243029958;54.5884926;29.6148553
7568;Віцебская;Талачынскі;Серкавіцы;Серковицы;243039176;54.5492495;29.7302628
7569;Віцебская;Талачынскі;Узгоі;Узгои;243039312;54.488152;29.804449
7570;Віцебская;Талачынскі;Узноснае;Узносное;243039298;54.60025;29.71467
7571;Віцебская;Талачынскі;Шэпетава;Шепетово;243033188;54.51099;29.80702
7572;Віцебская;Талачынскі;Янава;Яново;243039284;54.574841;29.735701
7573;Віцебская;Талачынскі;Антанова;Антоново;243030481;54.32164;29.510651
7574;Віцебская;Талачынскі;Аўхуты;Авхуты;243031908;54.296284;29.448448
7575;Віцебская;Талачынскі;Гаражоны;Горожоны;243031895;54.278648;29.411848
7576;Віцебская;Талачынскі;Гліннікі;Глинники;243030496;54.317089;29.46954
7577;Віцебская;Талачынскі;Губарэва;Губарево;243030471;54.285122;29.494984
7578;Віцебская;Талачынскі;Гута;Гута;243030473;54.294689;29.50112
7579;Віцебская;Талачынскі;Загор’е;Загорье;2997258059;54.3035937;29.4207866
7580;Віцебская;Талачынскі;Залаззе;Залазье;243031899;54.255379;29.403959
7581;Віцебская;Талачынскі;Зарэчча;Заречье;243030490;54.34516;29.53194
7582;Віцебская;Талачынскі;Зябліца;Зяблица;243031854;54.272694;29.425547
7583;Віцебская;Талачынскі;Ільяні;Ильяни;243031858;54.303959;29.412201
7584;Віцебская;Талачынскі;Каменка;Каменка;243030478;54.322411;29.541981
7585;Віцебская;Талачынскі;Камяніца;Каменица;243030506;54.34866;29.46484
7586;Віцебская;Талачынскі;Курчы;Курчи;243031850;54.28791;29.42971
7587;Віцебская;Талачынскі;Ламіншчына;Ломинщина;243030499;54.354172;29.52696
7588;Віцебская;Талачынскі;Майдан;Майдан;243030483;54.348198;29.4745678
7589;Віцебская;Талачынскі;Маляўка;Молявка;243031694;54.338928;29.399914
7590;Віцебская;Талачынскі;Нарцызава;Нарцызово;243030480;54.3503877;29.5185449
7591;Віцебская;Талачынскі;Новая Яблынка;Новая Яблынка;243030512;54.3466042;29.4976326
7592;Віцебская;Талачынскі;Славені;Славени;243030467;54.344898;29.523232
7593;Віцебская;Талачынскі;Слаўнае;Славное;2997258060;54.3062205;29.4447252
7594;Віцебская;Талачынскі;Трасцянка;Тростянка;243031711;54.338329;29.433414
7595;Віцебская;Талачынскі;Хімец;Химец;243031706;54.329239;29.422878
7596;Віцебская;Талачынскі;Яблынка;Яблынка;243030479;54.3232674;29.4725857
7597;Віцебская;Талачынскі;Букавіна;Буковина;243030482;54.381901;29.528164
7598;Віцебская;Талачынскі;Валькі;Вальки;243029722;54.460091;29.48885
7599;Віцебская;Талачынскі;Вялікія Барсучыны;Великие Барсучины;243031728;54.46627;29.44491
7600;Віцебская;Талачынскі;Габрылёва;Габрилёво;243029777;54.474758;29.47126
7601;Віцебская;Талачынскі;Ганчароўка;Гончаровка;243039065;54.373569;29.77758
7602;Віцебская;Талачынскі;Гастынічы;Гостыничи;243030468;54.381222;29.558603
7603;Віцебская;Талачынскі;Гірымшчына;Гиримщина;243039212;54.385822;29.731363
7604;Віцебская;Талачынскі;Друцк;Друцк;243039090;54.340083;29.7617912
7605;Віцебская;Талачынскі;Дубавое;Дубовое;243039241;54.35074;29.75081
7606;Віцебская;Талачынскі;Дунавік;Дуновик;243029713;54.458031;29.519581
7607;Віцебская;Талачынскі;Еўлахі;Евлахи;243029696;54.38773;29.577
7608;Віцебская;Талачынскі;Жаўна;Жолна;243029736;54.4135864;29.6080863
7609;Віцебская;Талачынскі;Загараддзе;Загородье;243039215;54.3853665;29.656438
7610;Віцебская;Талачынскі;Зарэчча;Заречье;3127538462;54.3971683;29.6997301
7611;Віцебская;Талачынскі;Зялёная;Зелёная;243039218;54.38945;29.744511
7612;Віцебская;Талачынскі;Ільінка;Ильинка;243033452;54.339199;29.865301
7613;Віцебская;Талачынскі;Калюгі;Калюги;243029750;54.436684;29.564964
7614;Віцебская;Талачынскі;Каменнае Крывое;Каменное Кривое;243039247;54.3348029;29.7939013
7615;Віцебская;Талачынскі;Канапельчыцы;Конопельчицы;243039227;54.448929;29.71888
7616;Віцебская;Талачынскі;Катужына;Катужино;243039188;54.44841;29.68841
7617;Віцебская;Талачынскі;Кацэвічы;Кацевичи;243030466;54.361382;29.593821
7618;Віцебская;Талачынскі;Клянкі;Кленки;243032022;54.4890043;29.4462877
7619;Віцебская;Талачынскі;Козкі;Козки;243029745;54.4766023;29.5422722
7620;Віцебская;Талачынскі;Коласава;Колосово;243029707;54.365837;29.622801
7621;Віцебская;Талачынскі;Красілава;Красилово;243030509;54.3641985;29.5552601
7622;Віцебская;Талачынскі;Красная Горка;Красная Горка;243039235;54.376469;29.688957
7623;Віцебская;Талачынскі;Крыніцы;Криницы;243029728;54.3946;29.5243
7624;Віцебская;Талачынскі;Латышова;Латышёво;243029718;54.4367941;29.4536097
7625;Віцебская;Талачынскі;Лісоўшчына;Лисовщина;243039168;54.445148;29.726601
7626;Віцебская;Талачынскі;Лужная;Лужная;243039068;54.375416;29.763088
7627;Віцебская;Талачынскі;Малыя Барсучыны;Малые Барсучины;243032019;54.478485;29.428278
7628;Віцебская;Талачынскі;Маціёва;Матиёво;243029757;54.392792;29.625919
7629;Віцебская;Талачынскі;Мураўнічы;Муравничи;243029755;54.428761;29.600861
7630;Віцебская;Талачынскі;Навінка;Новинка;243029698;54.388962;29.519201
7631;Віцебская;Талачынскі;Новае Саколіна;Новое Соколино;243039345;54.516281;29.728279
7632;Віцебская;Талачынскі;Новая Будаўка;Новая Будовка;243031732;54.410049;29.437441
7633;Віцебская;Талачынскі;Новы Друцк;Новый Друцк;243039250;54.343372;29.739767
7634;Віцебская;Талачынскі;Палявая;Полевая;243039075;54.352467;29.641785
7635;Віцебская;Талачынскі;Панькавічы;Паньковичи;243039071;54.354427;29.675924
7636;Віцебская;Талачынскі;Плоскае;Плоское;243029734;54.4429944;29.5325423
7637;Віцебская;Талачынскі;Прудзец;Прудец;243029739;54.4091993;29.6062777
7638;Віцебская;Талачынскі;Прудцы;Прудцы;243039253;54.369003;29.767803
7639;Віцебская;Талачынскі;Прылессе;Прилесье;243029731;54.417774;29.55522
7640;Віцебская;Талачынскі;Равуча;Реуча;243033437;54.349504;29.8156321
7641;Віцебская;Талачынскі;Райцы;Райцы;243039230;54.420177;29.660807
7642;Віцебская;Талачынскі;Раманаўка;Романовка;243030503;54.37786;29.59545
7643;Віцебская;Талачынскі;Сакалянка;Соколянка;243031773;54.462151;29.42868
7644;Віцебская;Талачынскі;Сані;Сани;243029716;54.432098;29.51408
7645;Віцебская;Талачынскі;Сенчукі;Сенчуки;243039244;54.3377221;29.7783132
7646;Віцебская;Талачынскі;Слабада;Слобода;243039238;54.3797798;29.6954577
7647;Віцебская;Талачынскі;Слабодка;Слободка;243039191;54.441631;29.655531
7648;Віцебская;Талачынскі;Старая Будаўка;Старая Будовка;243029725;54.392021;29.463619
7649;Віцебская;Талачынскі;Старое Саколіна;Старое Соколино;243039328;54.505493;29.720905
7650;Віцебская;Талачынскі;Стары Талачын;Старый Толочин;243039078;54.3848017;29.6894146
7651;Віцебская;Талачынскі;Старынка;Старинка;243039170;54.4559061;29.6970776
7652;Віцебская;Талачынскі;Сурнаўка;Сурновка;243039095;54.333012;29.689978
7653;Віцебская;Талачынскі;Сялец;Селец;243039092;54.331081;29.737858
7654;Віцебская;Талачынскі;Таласкаўшчына;Таласковщина;243039084;54.353199;29.6924
7655;Віцебская;Талачынскі;Трацылава;Трацылово;243029693;54.348896;29.603073
