Вобласць;Раён;Назва без націскаў;Назва па-расейску;osm:Node ID
Брэсцкая;Драгічынскі;Сулічава;Суличево;242987908
Брэсцкая;Драгічынскі;Брадок;Бродок;242986930
Брэсцкая;Драгічынскі;Віры;Виры;242986924
Брэсцкая;Драгічынскі;Дзераўная;Деревная;242986953
Брэсцкая;Драгічынскі;Заніўе;Занивье;242986912
Брэсцкая;Драгічынскі;Зёлава;Зёлово;242986914
Брэсцкая;Драгічынскі;Імянін;Именин;242986917
Брэсцкая;Драгічынскі;Мосткі;Мостки;242986949
Брэсцкая;Драгічынскі;Сукачы;Сукачи;242986933
Брэсцкая;Драгічынскі;Татар’я;Татарья;242986936
Брэсцкая;Драгічынскі;Аляксеевічы;Алексеевичи;242987891
Брэсцкая;Драгічынскі;Леснікі;Лесники;242987839
Брэсцкая;Драгічынскі;Нямержа;Немержа;242987827
Брэсцкая;Драгічынскі;Пярэспа;Переспа;242987852
Брэсцкая;Драгічынскі;Скрыпялі;Скрипели;242987846
Брэсцкая;Драгічынскі;Тыневічы;Тыневичи;242987905
Брэсцкая;Драгічынскі;Усходы;Усходы;242987833
Брэсцкая;Драгічынскі;Вулька Папінская;Вулька Попинская;242988043
Брэсцкая;Драгічынскі;Вялікі Лес;Великий Лес;242987914
Брэсцкая;Драгічынскі;Залаўе;Залавье;242988020
Брэсцкая;Драгічынскі;Зарэчка;Заречка;242987924
Брэсцкая;Драгічынскі;Кублік;Кублик;242988026
Брэсцкая;Драгічынскі;Людвінова;Людвиново;242988009
Брэсцкая;Драгічынскі;Ляхавічы;Ляховичи;242987921
Брэсцкая;Драгічынскі;Марцінова;Мартиново;2798166781
Брэсцкая;Драгічынскі;Новая Папіна;Новая Попина;242987861
Брэсцкая;Драгічынскі;Папіна;Попина;242987869
Брэсцкая;Драгічынскі;Хідры;Хидры;242988037
Брэсцкая;Драгічынскі;Гаравіца;Горавица;242987998
Брэсцкая;Драгічынскі;Залессе;Залесье;242987911
Брэсцкая;Драгічынскі;Радастава;Радостово;242986867
Брэсцкая;Драгічынскі;Ражное;Рожное;242986870
Брэсцкая;Драгічынскі;Сварынь;Сварынь;242987995
Брэсцкая;Драгічынскі;Гнілец;Гнилец;242988336
Брэсцкая;Драгічынскі;Гошава;Гошево;242988058
Брэсцкая;Драгічынскі;Дубраўкі;Дубровки;242988324
Брэсцкая;Драгічынскі;Жабер;Жабер;242988315
Брэсцкая;Драгічынскі;Заточча;Заточье;242988319
Брэсцкая;Драгічынскі;Заяленне;Заеленье;242988330
Брэсцкая;Драгічынскі;Маркавічы;Марковичи;242987824
Брэсцкая;Драгічынскі;Старамлыны;Старомлыны;242988327
Брэсцкая;Драгічынскі;Хомск;Хомск;242988321
Брэсцкая;Драгічынскі;Чарнеевічы;Чернеевичи;242988333
Брэсцкая;Жабінкаўскі;Жабінка;Жабинка;242978890
Брэсцкая;Жабінкаўскі;Азяты;Озяты;3201536873
Брэсцкая;Жабінкаўскі;Баранцы;Баранцы;242983708
Брэсцкая;Жабінкаўскі;Бараны;Бараны;242982269
Брэсцкая;Жабінкаўскі;Гатча;Гатча;2798468367
Брэсцкая;Жабінкаўскі;Ліскі;Лиски;242982271
Брэсцкая;Жабінкаўскі;Мельнікі;Мельники;1697391975
Брэсцкая;Жабінкаўскі;Пералум’е;Перелумье;242982303
Брэсцкая;Жабінкаўскі;Старое Сяло;Старое Село;242982310
Брэсцкая;Жабінкаўскі;Сычова;Сычёво;242982307
Брэсцкая;Жабінкаўскі;Тамашкі;Томашки;242981717
Брэсцкая;Жабінкаўскі;Целякі;Теляки;242981763
Брэсцкая;Жабінкаўскі;Здзітава;Здитово;242980972
Брэсцкая;Жабінкаўскі;Зеленкаўшчына;Зеленковщина;1396730942
Брэсцкая;Жабінкаўскі;Курпічы;Курпичи;242981064
Брэсцкая;Жабінкаўскі;Навасады;Новосады;242981080
Брэсцкая;Жабінкаўскі;Нагараны;Нагораны;1301281302
Брэсцкая;Жабінкаўскі;Пуцішча;Путище;2798718654
Брэсцкая;Жабінкаўскі;Пшанаі;Пшенаи;242981126
Брэсцкая;Жабінкаўскі;Рачкі;Рачки;242981091
Брэсцкая;Жабінкаўскі;Салейкі;Салейки;242981121
Брэсцкая;Жабінкаўскі;Сенькавічы;Сеньковичи;1396737610
Брэсцкая;Жабінкаўскі;Сцяброва;Стеброво;242981086
Брэсцкая;Жабінкаўскі;Шчэглікі;Щеглики;242981043
Брэсцкая;Жабінкаўскі;Багны;Багны;1697421785
Брэсцкая;Жабінкаўскі;Баляўшчына;Болевщина;2798801110
Брэсцкая;Жабінкаўскі;Баяры;Бояры;242981854
Брэсцкая;Жабінкаўскі;Вялікія Сяхновічы;Великие Сехновичи;242981073
Брэсцкая;Жабінкаўскі;Гарэлкі;Горелки;242981884
Брэсцкая;Жабінкаўскі;Глыбокае;Глыбокое;242981897
Брэсцкая;Жабінкаўскі;Грыцэвічы;Грицевичи;242980975
Брэсцкая;Жабінкаўскі;Каранёва;Коренёво;2800431501
Брэсцкая;Жабінкаўскі;Карды;Корды;242981839
Брэсцкая;Жабінкаўскі;Крыўляны;Кривляны;242982038
Брэсцкая;Жабінкаўскі;Мажэйкі;Можейки;242980923
Брэсцкая;Жабінкаўскі;Мацеевічы;Матеевичи;242981700
Брэсцкая;Жабінкаўскі;Новыя Дворы;Новые Дворы;1697482843
Брэсцкая;Жабінкаўскі;Семенаўцы;Семеновцы;242980987
Брэсцкая;Жабінкаўскі;Ханькі;Ханьки;242981822
Брэсцкая;Жабінкаўскі;Шадзі;Шеди;242981010
Брэсцкая;Жабінкаўскі;Багданы;Богданы;242981771
Брэсцкая;Жабінкаўскі;Бусні;Бусни;242982289
Брэсцкая;Жабінкаўскі;Вулька;Вулька;242981703
Брэсцкая;Жабінкаўскі;Ёжыкі;Ёжики;242981759
Брэсцкая;Жабінкаўскі;Ленінскі;Ленинский;242982280
Брэсцкая;Жабінкаўскі;Мышчыцы;Мыщицы;242981706
Брэсцкая;Жабінкаўскі;Рагозна;Рогозно;242982283
Брэсцкая;Жабінкаўскі;Філіпавічы;Филиповичи;242981766
Брэсцкая;Жабінкаўскі;Хадасы;Ходосы;242981714
Брэсцкая;Жабінкаўскі;Чыжэўшчына;Чижевщина;242982286
Брэсцкая;Жабінкаўскі;Шалухі;Шелухи;242981720
Брэсцкая;Жабінкаўскі;Булькова;Бульково;242981094
Брэсцкая;Жабінкаўскі;Дзяглі;Дягли;242981114
Брэсцкая;Жабінкаўскі;Задзерць;Задерть;242980786
Брэсцкая;Жабінкаўскі;Замошаны;Замошаны;242981084
Брэсцкая;Жабінкаўскі;Пятровічы;Петровичи;242981107
Брэсцкая;Жабінкаўскі;Ракітніца;Ракитница;242981101
Брэсцкая;Жабінкаўскі;Стрыганец;Стриганец;242981098
Брэсцкая;Жабінкаўскі;Стрыганецкія Бусні;Стриганецкие Бусни;242981051
Брэсцкая;Жабінкаўскі;Федзькавічы;Федьковичи;1238196703
Брэсцкая;Жабінкаўскі;Алізараў Стаў;Олизаров Став;242981071
Брэсцкая;Жабінкаўскі;Арэпічы;Орепичи;242980939
Брэсцкая;Жабінкаўскі;Вярхі;Верхи;242980920
Брэсцкая;Жабінкаўскі;Горкі;Горки;242980992
Брэсцкая;Жабінкаўскі;Грабаўцы;Грабовцы;242981020
Брэсцкая;Жабінкаўскі;Жыцін;Житин;242981028
Брэсцкая;Жабінкаўскі;Канатопы;Конотопы;242981004
Брэсцкая;Жабінкаўскі;Лойкі;Лойки;1697482842
Брэсцкая;Жабінкаўскі;Малыя Сяхновічы;Малые Сехновичи;242981076
Брэсцкая;Жабінкаўскі;Меляшы;Мелеши;1697460567
Брэсцкая;Жабінкаўскі;Налезнікі;Налезники;242980942
Брэсцкая;Жабінкаўскі;Падрэчча;Подречье;242980985
Брэсцкая;Жабінкаўскі;Палявая Рэчыца;Полевая Речица;242980929
Брэсцкая;Жабінкаўскі;Селішчы;Селищи;3092391424
Брэсцкая;Жабінкаўскі;Сцяпанкі;Степанки;242980969
Брэсцкая;Жабінкаўскі;Хмялёўка;Хмелёвка;242980982
Брэсцкая;Жабінкаўскі;Шпіталі;Шпитали;242981058
Брэсцкая;Жабінкаўскі;Багдзюкі;Богдюки;242980273
Брэсцкая;Жабінкаўскі;Дзяменічы;Деменичи;242980221
Брэсцкая;Жабінкаўскі;Лясоты;Лясоты;2798852786
Брэсцкая;Жабінкаўскі;Падлессе;Подлесье;242980264
Брэсцкая;Жабінкаўскі;Рудка;Рудка;242981067
Брэсцкая;Жабінкаўскі;Сакалова;Соколово;242981024
Брэсцкая;Жабінкаўскі;Сакі;Саки;242981040
Брэсцкая;Жабінкаўскі;Селішчы;Селищи;242981060
Брэсцкая;Жабінкаўскі;Хмелева;Хмелево;242981033
Брэсцкая;Жабінкаўскі;Агароднікі;Огородники;242981783
Брэсцкая;Жабінкаўскі;Бабры;Бобры;1697398809
Брэсцкая;Жабінкаўскі;Барздзілы;Борздилы;242981856
Брэсцкая;Жабінкаўскі;Вандалін;Вандалин;242981842
Брэсцкая;Жабінкаўскі;Вежкі;Вежки;242982029
Брэсцкая;Жабінкаўскі;Вялікія Якаўчыцы;Великие Яковчицы;242981847
Брэсцкая;Жабінкаўскі;Залуззе;Залузье;1697398822
Брэсцкая;Жабінкаўскі;Малыя Якаўчыцы;Малые Яковчицы;242981845
Брэсцкая;Жабінкаўскі;Мацясы;Матясы;242981913
Брэсцкая;Жабінкаўскі;Панцюхі;Пантюхи;242981836
Брэсцкая;Жабінкаўскі;Пруск;Пруск;242981692
Брэсцкая;Жабінкаўскі;Свішчы;Свищи;242981924
Брэсцкая;Жабінкаўскі;Стаўпы;Столпы;242981817
Брэсцкая;Іванаўскі;Іванава;Иваново;242978906
Брэсцкая;Іванаўскі;Адрыжын;Одрижин;242988966
Брэсцкая;Іванаўскі;Ападышча;Опадыще;242988962
Брэсцкая;Іванаўскі;Баландзічы;Баландичи;242991147
Брэсцкая;Іванаўскі;Віўнева;Вивнево;242988972
Брэсцкая;Іванаўскі;Залядынне;Залядынье;242988969
Брэсцкая;Іванаўскі;Карсынь;Корсынь;242988040
Брэсцкая;Іванаўскі;Падышча;Падыще;242988993
Брэсцкая;Іванаўскі;Смольнікі;Смольники;242988959
Брэсцкая;Іванаўскі;Страмец;Стромец;242988994
Брэсцкая;Іванаўскі;Уласаўцы;Власовцы;242988975
Брэсцкая;Іванаўскі;Аброва;Оброво;242991913
Брэсцкая;Іванаўскі;Бродніца;Бродница;242991901
Брэсцкая;Іванаўскі;Еўлашы;Евлаши;242991838
Брэсцкая;Іванаўскі;Завышша;Завышье;242991868
Брэсцкая;Іванаўскі;Кацкі;Кацки;242991915
Брэсцкая;Іванаўскі;Людзінавічы;Людиновичи;242991076
Брэсцкая;Іванаўскі;Патапавічы;Потаповичи;242991091
Брэсцкая;Іванаўскі;Пятровічы;Петровичи;1421731752
Брэсцкая;Іванаўскі;Рылавічы;Рыловичи;242991850
Брэсцкая;Іванаўскі;Сулавы;Суловы;242991898
Брэсцкая;Іванаўскі;Юхнавічы;Юхновичи;242991844
Брэсцкая;Іванаўскі;Яечкавічы;Яечковичи;242991088
Брэсцкая;Іванаўскі;Якша;Якша;242991906
Брэсцкая;Іванаўскі;Гарбаха;Горбаха;242988984
Брэсцкая;Іванаўскі;Глінна;Глинна;242988992
Брэсцкая;Іванаўскі;Журавок;Журавок;242988989
Брэсцкая;Іванаўскі;Заваяцін;Завоятин;242990475
Брэсцкая;Іванаўскі;Клімянцінава;Климентиново;242988987
Брэсцкая;Іванаўскі;Оўзічы;Овзичи;242988013
Брэсцкая;Іванаўскі;Атолчыцы;Отолчицы;242992320
Брэсцкая;Іванаўскі;Вілы;Вилы;242991889
Брэсцкая;Іванаўскі;Вулька Дастоеўская;Вулька Достоевская;242991880
Брэсцкая;Іванаўскі;Дастоева;Достоево;242991038
Брэсцкая;Іванаўскі;Заруддзе;Зарудье;242991040
Брэсцкая;Іванаўскі;Застружжа;Застружье;242991008
Брэсцкая;Іванаўскі;Каралін;Каролин;242991895
Брэсцкая;Іванаўскі;Красіеўка;Красиевка;242991029
Брэсцкая;Іванаўскі;Кротава;Кротово;242991874
Брэсцкая;Іванаўскі;Лысуха;Лысуха;242991043
Брэсцкая;Іванаўскі;Навасёлкі;Новосёлки;242991886
Брэсцкая;Іванаўскі;Палкоцічы;Полкотичи;242991877
Брэсцкая;Іванаўскі;Дружылавічы;Дружиловичи;242991060
Брэсцкая;Іванаўскі;Замошша;Замошье;242991032
Брэсцкая;Іванаўскі;Калілы;Калилы;242991026
Брэсцкая;Іванаўскі;Трыліскі;Трилиски;242991023
Брэсцкая;Іванаўскі;Башня;Бошня;242991097
Брэсцкая;Іванаўскі;Гнеўчыцы;Гневчицы;242991100
Брэсцкая;Іванаўскі;Загута;Загута;242990487
Брэсцкая;Іванаўскі;Заруддзе;Зарудье;242991079
Брэсцкая;Іванаўскі;Крытышын;Крытышин;242990472
Брэсцкая;Іванаўскі;Маразы;Морозы;242991082
Брэсцкая;Іванаўскі;Рагадашч;Рагодощь;242990493
Брэсцкая;Іванаўскі;Радаўня;Радовня;242991109
Брэсцкая;Іванаўскі;Агова;Огово;242991046
Брэсцкая;Іванаўскі;Баравая;Боровая;242991035
Брэсцкая;Іванаўскі;Вярхусце;Верхустье;242991049
Брэсцкая;Іванаўскі;Гаравата;Горовата;242991066
Брэсцкая;Іванаўскі;Ляскавічы;Лясковичи;242991051
Брэсцкая;Іванаўскі;Ляхавічы;Ляховичи;242991055
Брэсцкая;Іванаўскі;Навалучкі;Новолучки;242991057
Брэсцкая;Іванаўскі;Шчакоцк;Щекотск;242991063
Брэсцкая;Іванаўскі;Вулька;Вулька;242991216
Брэсцкая;Іванаўскі;Калена;Колено;242991122
Брэсцкая;Іванаўскі;Краснае;Красное;242991198
Брэсцкая;Іванаўскі;Махро;Мохро;242991130
Брэсцкая;Іванаўскі;Хамічава;Хомичево;242991167
Брэсцкая;Іванаўскі;Асаўніца;Осовница;242990999
Брэсцкая;Іванаўскі;Буса;Буса;242991741
Брэсцкая;Іванаўскі;Моладава;Молодово;242991892
Брэсцкая;Іванаўскі;Пясчанка;Песчанка;242991883
Брэсцкая;Іванаўскі;Моталь;Мотоль;1243660004
Брэсцкая;Іванаўскі;Тышкавічы;Тышковичи;242991003
Брэсцкая;Іванаўскі;Лядавічы;Лядовичи;242990571
Брэсцкая;Іванаўскі;Навінка;Новинка;242990577
Брэсцкая;Іванаўскі;Опаль;Ополь;242990516
Брэсцкая;Іванаўскі;Туляцічы;Тулятичи;242990574
Брэсцкая;Іванаўскі;Вартыцк;Вартыцк;242990520
Брэсцкая;Іванаўскі;Лучкі;Лучки;242990510
Брэсцкая;Іванаўскі;Псышчава;Псыщево;242990580
Брэсцкая;Іванаўскі;Святаполка;Святополка;242990538
Брэсцкая;Іванаўскі;Упірава;Упирово;242990584
Брэсцкая;Іванаўскі;Канатоп;Конотоп;242991073
Брэсцкая;Іванаўскі;Кужалічын;Кужеличин;242991094
Брэсцкая;Іванаўскі;Пераруб;Переруб;242991113
Брэсцкая;Іванаўскі;Пяшкова;Пешково;242991116
Брэсцкая;Іванаўскі;Рудкаўка;Рудковка;242991085
Брэсцкая;Іванаўскі;Рудск;Рудск;242991106
Брэсцкая;Іванаўскі;Сухое;Сухое;242991103
Брэсцкая;Іванаўскі;Франопаль;Франополь;242991070
Брэсцкая;Іванаўскі;Беразляны;Березляны;242990503
Брэсцкая;Іванаўскі;Кляшчы;Клещи;242990455
Брэсцкая;Іванаўскі;Крывіца;Кривица;242990500
Брэсцкая;Іванаўскі;Кулякі;Куляки;242990545
Брэсцкая;Іванаўскі;Новыя Клёнкі;Новые Клёнки;242990464
Брэсцкая;Іванаўскі;Стараселле;Староселье;242990461
Брэсцкая;Іванаўскі;Старыя Клёнкі;Старые Клёнки;242990466
Брэсцкая;Іванаўскі;Стрэльна;Стрельно;242990446
Брэсцкая;Іванаўскі;Сычэва;Сычево;242990534
Брэсцкая;Іванаўскі;Сачыўкі;Сочивки;242990527
Брэсцкая;Іванаўскі;Варацэвічы;Вороцевичи;242990497
Брэсцкая;Іванаўскі;Снітава;Снитово;242990488
Брэсцкая;Іванаўскі;Трудавая;Трудовая;242990449
Брэсцкая;Івацэвіцкі;Івацэвічы;Ивацевичи;242978905
Брэсцкая;Івацэвіцкі;Косава;Косово;242979022
Брэсцкая;Івацэвіцкі;Целяханы;Телеханы;242979013
Брэсцкая;Івацэвіцкі;Вулька Целяханская;Вулька Телеханская;242992256
Брэсцкая;Івацэвіцкі;Глінішча;Глинище;242991760
Брэсцкая;Івацэвіцкі;Горталь;Гортоль;242992340
Брэсцкая;Івацэвіцкі;Краглевічы;Краглевичи;242991753
Брэсцкая;Івацэвіцкі;Соміна;Сомино;242992264
Брэсцкая;Івацэвіцкі;Аброва;Оброво;242991017
Брэсцкая;Івацэвіцкі;Амяльная;Омельная;242991770
Брэсцкая;Івацэвіцкі;Глінная;Глинная;242991763
Брэсцкая;Івацэвіцкі;Гошча;Гоща;242991020
Брэсцкая;Івацэвіцкі;Каранная;Коранная;242991735
Брэсцкая;Івацэвіцкі;Коланск;Колонск;242991776
Брэсцкая;Івацэвіцкі;Быцень;Бытень;242990977
Брэсцкая;Івацэвіцкі;Вуглы;Углы;242990987
Брэсцкая;Івацэвіцкі;Доўгае;Долгое;242990945
Брэсцкая;Івацэвіцкі;Заполле;Заполье;242990609
Брэсцкая;Івацэвіцкі;Зарэчча;Заречье;242990288
Брэсцкая;Івацэвіцкі;Козіна;Козино;2814768279
Брэсцкая;Івацэвіцкі;Манцюты;Мантюты;242990282
Брэсцкая;Івацэвіцкі;Міронім;Мироним;242990285
Брэсцкая;Івацэвіцкі;Наліўкі;Наливки;242990948
Брэсцкая;Івацэвіцкі;Пагор’е;Погорье;242990950
Брэсцкая;Івацэвіцкі;Прыбарава;Приборово;242990995
Брэсцкая;Івацэвіцкі;Рудня;Рудня;242990290
Брэсцкая;Івацэвіцкі;Волька;Волька;242990984
Брэсцкая;Івацэвіцкі;Магіліцы;Могилицы;242990981
Брэсцкая;Івацэвіцкі;Чамялы;Чемелы;242990979
Брэсцкая;Івацэвіцкі;Бабровічы;Бобровичи;242991798
Брэсцкая;Івацэвіцкі;Выганашчы;Выгонощи;242992270
Брэсцкая;Івацэвіцкі;Глядзенне;Гляденье;242991785
Брэсцкая;Івацэвіцкі;Дабромысль;Добромысль;242991791
Брэсцкая;Івацэвіцкі;Закаплічча;Закапличье;242991789
Брэсцкая;Івацэвіцкі;Сасновы Бор;Сосновый Бор;242990989
Брэсцкая;Івацэвіцкі;Сялец;Селец;242991802
Брэсцкая;Івацэвіцкі;Югалін;Юголин;242991782
Брэсцкая;Івацэвіцкі;Вішнёўка;Вишнёвка;242990992
Брэсцкая;Івацэвіцкі;Дабрынева;Добрынево;242990294
Брэсцкая;Івацэвіцкі;Даманава;Доманово;242990298
Брэсцкая;Івацэвіцкі;Каханова;Коханово;242990615
Брэсцкая;Івацэвіцкі;Воля;Воля;242990568
Брэсцкая;Івацэвіцкі;Жытлін;Житлин;242990593
Брэсцкая;Івацэвіцкі;Зыбайлы;Зыбайлы;242990557
Брэсцкая;Івацэвіцкі;Корачын;Корочин;242990589
Брэсцкая;Івацэвіцкі;Сярадава;Серадово;242988352
Брэсцкая;Івацэвіцкі;Уласаўцы;Власовцы;242990548
Брэсцкая;Івацэвіцкі;Хадакі;Ходаки;242990554
Брэсцкая;Івацэвіцкі;Яблонка;Яблонка;242990618
Брэсцкая;Івацэвіцкі;Альба;Альба;242987308
Брэсцкая;Івацэвіцкі;Альшаніца;Ольшаница;242987320
Брэсцкая;Івацэвіцкі;Верашкі;Верешки;242987292
Брэсцкая;Івацэвіцкі;Ёдчыкі;Ёдчики;242987287
Брэсцкая;Івацэвіцкі;Квасевічы;Квасевичи;242987326
Брэсцкая;Івацэвіцкі;Скураты;Скураты;242987311
Брэсцкая;Івацэвіцкі;Хрышчановічы;Хрищеновичи;242987323
Брэсцкая;Івацэвіцкі;Ятвезь;Ятвезь;242987290
Брэсцкая;Івацэвіцкі;Вулька Аброўская;Вулька Обровская;242990560
Брэсцкая;Івацэвіцкі;Козікі;Козики;242991014
Брэсцкая;Івацэвіцкі;Бялавічы;Белавичи;242987317
Брэсцкая;Івацэвіцкі;Заполле;Заполье;242988344
Брэсцкая;Івацэвіцкі;Старажоўшчына;Сторожовщина;242988227
Брэсцкая;Івацэвіцкі;Хадоркі;Ходорки;242988224
Брэсцкая;Івацэвіцкі;Любішчыцы;Любищицы;242990630
Брэсцкая;Івацэвіцкі;Майск;Майск;1700254823
Брэсцкая;Івацэвіцкі;Панкі;Панки;242990628
Брэсцкая;Івацэвіцкі;Плехава;Плехово;242990600
Брэсцкая;Івацэвіцкі;Була;Була;242988209
Брэсцкая;Івацэвіцкі;Бусяж;Бусяж;242988211
Брэсцкая;Івацэвіцкі;Галік;Галик;242987232
Брэсцкая;Івацэвіцкі;Галынка;Галынка;242988273
Брэсцкая;Івацэвіцкі;Гладышы;Гладыши;242987258
Брэсцкая;Івацэвіцкі;Грыўда;Гривда;242988200
Брэсцкая;Івацэвіцкі;Даргужы;Доргужи;242987247
Брэсцкая;Івацэвіцкі;Дубітава;Дубитово;242988238
Брэсцкая;Івацэвіцкі;Жамайдзякі;Жемойдяки;242987299
Брэсцкая;Івацэвіцкі;Куляшы;Кулеши;242987302
Брэсцкая;Івацэвіцкі;Лазаўцы;Лозовцы;242987305
Брэсцкая;Івацэвіцкі;Мілейкі;Милейки;242987314
Брэсцкая;Івацэвіцкі;Рацкавічы;Рацковичи;242988230
Брэсцкая;Івацэвіцкі;Сакоўцы;Соковцы;242987261
Брэсцкая;Івацэвіцкі;Харошча;Хороща;242988202
Брэсцкая;Івацэвіцкі;Азярцо;Озерцо;242990595
Брэсцкая;Івацэвіцкі;Боркі;Борки;242990603
Брэсцкая;Івацэвіцкі;Кушняры;Кушнеры;242988197
Брэсцкая;Івацэвіцкі;Падстарынь;Подстаринь;242990597
Брэсцкая;Івацэвіцкі;Руда;Руда;242988194
Брэсцкая;Івацэвіцкі;Сенькавічы;Сеньковичи;242988232
Брэсцкая;Івацэвіцкі;Халап’я;Холопья;242990631
Брэсцкая;Івацэвіцкі;Гутка;Гутка;242992261
Брэсцкая;Івацэвіцкі;Краі;Краи;242992259
Брэсцкая;Івацэвіцкі;Рудня;Рудня;242994290
Брэсцкая;Івацэвіцкі;Рэчкі;Речки;242994293
Брэсцкая;Івацэвіцкі;Вялікая Гаць;Великая Гать;242991011
Брэсцкая;Івацэвіцкі;Доўгая;Долгая;242991756
Брэсцкая;Івацэвіцкі;Святая Воля;Святая Воля;242991773
Брэсцкая;Івацэвіцкі;Турная;Турная;242991766
Брэсцкая;Івацэвіцкі;Аляксейкі;Алексейки;242988221
Брэсцкая;Івацэвіцкі;Аўсто;Овсто;242988218
Брэсцкая;Івацэвіцкі;Быч;Бычь;242988357
Брэсцкая;Івацэвіцкі;Гошчава;Гощево;242988349
Брэсцкая;Івацэвіцкі;Зялёны Бор;Зелёный Бор;1700358626
Брэсцкая;Івацэвіцкі;Міхнавічы;Михновичи;242988354
Брэсцкая;Івацэвіцкі;Няхачава;Нехачево;242988341
Брэсцкая;Івацэвіцкі;Размеркі;Размерки;242988361
Брэсцкая;Івацэвіцкі;Стайкі;Стайки;242988339
Брэсцкая;Івацэвіцкі;Юкявічы;Юкевичи;242988235
Брэсцкая;Івацэвіцкі;Бараны;Бараны;242990566
Брэсцкая;Івацэвіцкі;Галенчыцы;Галенчицы;242990624
Брэсцкая;Івацэвіцкі;Гічыцы;Гичицы;242990622
Брэсцкая;Івацэвіцкі;Ёлкі;Ёлки;242990629
Брэсцкая;Івацэвіцкі;Яглевічы;Яглевичи;242990563
Брэсцкая;Камянецкі;Высокае;Высокое;242978995
Брэсцкая;Камянецкі;Каменец;Каменец;242978889
Брэсцкая;Камянецкі;Агароднікі;Огородники;242979123
Брэсцкая;Камянецкі;Вялікія Камарнікі;Великие Комарники;242979114
Брэсцкая;Камянецкі;Вярба;Верба;242979233
Брэсцкая;Камянецкі;Вулька;Вулька;242979115
Брэсцкая;Камянецкі;Залессе;Залесье;242979118
Брэсцкая;Камянецкі;Зарэчча;Заречье;242979117
Брэсцкая;Камянецкі;Кавалікі;Ковалики;242979210
Брэсцкая;Камянецкі;Коладна;Колодно;242979122
Брэсцкая;Камянецкі;Макарава;Макарово;242979120
Брэсцкая;Камянецкі;Мачулішча;Мачулище;242979119
Брэсцкая;Камянецкі;Плянта;Плянта;242979224
Брэсцкая;Камянецкі;Пяскі;Пяски;242979222
Брэсцкая;Камянецкі;Свіцічы;Свитичи;242979205
Брэсцкая;Камянецкі;Такары;Токари;242979116
Брэсцкая;Камянецкі;Хмялі;Хмели;242979218
Брэсцкая;Камянецкі;Белавежскі;Беловежский;1356544154
Брэсцкая;Камянецкі;Манчакі;Манчаки;242979484
Брэсцкая;Камянецкі;Міневічы;Миневичи;242979173
Брэсцкая;Камянецкі;Кашчэнікі;Кощеники;242979487
Брэсцкая;Камянецкі;Алешкавічы;Алешковичи;242980240
Брэсцкая;Камянецкі;Алешкавічы 1;Алешковичи 1;242980202
Брэсцкая;Камянецкі;Баранкі;Баранки;242980258
Брэсцкая;Камянецкі;Браневічы;Броневичи;242979460
Брэсцкая;Камянецкі;Відамля;Видомля;242980256
Брэсцкая;Камянецкі;Вялікая Вялікая;Великая Великая;242980280
Брэсцкая;Камянецкі;Вялікая Малая;Великая Малая;242980243
Брэсцкая;Камянецкі;Грушаўка;Грушевка;242980252
Брэсцкая;Камянецкі;Дзямянчыцы;Демянчицы;242979539
Брэсцкая;Камянецкі;Завяршаны;Завершаны;242980229
Брэсцкая;Камянецкі;Задвор’е;Задворье;242980223
Брэсцкая;Камянецкі;Каляды;Коляды;242980267
Брэсцкая;Камянецкі;Лашэвічы;Лашевичи;242980287
Брэсцкая;Камянецкі;Лешня;Лешня;242979453
Брэсцкая;Камянецкі;Лешанка;Лешанка;242980226
Брэсцкая;Камянецкі;Млыны;Млыны;242979469
Брэсцкая;Камянецкі;Мурыны Вялікія;Мурины Великие;242980007
Брэсцкая;Камянецкі;Мурыны Малыя;Мурины Малые;242980038
Брэсцкая;Камянецкі;Плянта;Плянта;242980284
Брэсцкая;Камянецкі;Прыазёрскі;Приозёрский;2800435968
Брэсцкая;Камянецкі;Радасць;Радость;242980015
Брэсцкая;Камянецкі;Турна Вялікая;Турна Великая;242980192
Брэсцкая;Камянецкі;Турна Малая;Турна Малая;1318663182
Брэсцкая;Камянецкі;Шалічы 1;Шаличи 1;242980246
Брэсцкая;Камянецкі;Шалічы 2;Шаличи 2;242980276
Брэсцкая;Камянецкі;Бабічы;Бабичи;242980261
Брэсцкая;Камянецкі;Багачы;Богачи;242980034
Брэсцкая;Камянецкі;Бучамля 1;Бучемль 1;242979530
Брэсцкая;Камянецкі;Бучамля 2;Бучемль 2;242979473
Брэсцкая;Камянецкі;Бучамля 3;Бучемль 3;242979542
Брэсцкая;Камянецкі;Войская;Войская;242979498
Брэсцкая;Камянецкі;Горы;Горы;242979636
Брэсцкая;Камянецкі;Жылічы;Жиличи;242980004
Брэсцкая;Камянецкі;Завадзькавічы;Завадьковичи;2799160002
Брэсцкая;Камянецкі;Задвараны;Задворяны;242979642
Брэсцкая;Камянецкі;Зянькі;Зеньки;242980249
Брэсцкая;Камянецкі;Ліпна;Липна;242980023
Брэсцкая;Камянецкі;Лісоўчыцы;Лисовчицы;242979490
Брэсцкая;Камянецкі;Лускалы;Лускалы;242979627
Брэсцкая;Камянецкі;Мікалаева;Миколаево;242980013
Брэсцкая;Камянецкі;Палінаўка;Палиновка;242980048
